pincode,area,state,lat,lon,cell_id,geo_source
333011,Kharkhari,Rajasthan,28.2063,75.3345,28.25_75.25,geonames
333012,Khatkar,Rajasthan,28.0919,75.5524,28.00_75.50,geonames
333021,Binjusar,Rajasthan,28.1472,75.5576,28.25_75.50,geonames
333022,Raghunathpura,Rajasthan,28.0859,75.5645,28.00_75.50,geonames
333023,Kasimpura,Rajasthan,28.2045,75.4764,28.25_75.50,geonames
333024,Islampur (Jhujhunu),Rajasthan,28.1271,75.5238,28.25_75.50,geonames
333025,Jakhora,Rajasthan,28.2994,75.4519,28.25_75.50,geonames
333026,Bamanwas,Rajasthan,28.0176,75.7137,28.00_75.75,geonames
333027,Ardawata,Rajasthan,28.1677,75.6308,28.25_75.75,geonames
333028,Kyamsar,Rajasthan,28.1018,75.596,28.00_75.50,geonames
333029,Pilod,Rajasthan,28.1397,75.4166,28.25_75.50,geonames
333030,Dhindawa Aguna,Rajasthan,28.3503,75.7155,28.25_75.75,geonames
333031,Ladunda,Rajasthan,28.4061,75.6275,28.50_75.75,geonames
333032,Gilonki  Dhani,Rajasthan,28.3044,75.7587,28.25_75.75,geonames
333033,Jakhod,Rajasthan,28.3085,75.8604,28.25_75.75,geonames
333034,Jharoda,Rajasthan,28.1259,75.6219,28.25_75.50,geonames
333036,Rampura,Rajasthan,28.137,75.6486,28.25_75.75,geonames
333041,Siriyasar Kaklan,Rajasthan,28.0508,75.2952,28.00_75.25,geonames
333042,Bay,Rajasthan,28.0701,75.5271,28.00_75.50,geonames
333053,Gadala Kalkan,Rajasthan,28.0677,75.5594,28.00_75.50,geonames
333303,Tonk Chhhilri,Rajasthan,28.0919,75.5524,28.00_75.50,geonames
333304,Birol,Rajasthan,28.1975,75.5453,28.25_75.50,geonames
333305,Jakhal,Rajasthan,28.0663,75.5368,28.00_75.50,geonames
333307,Inderpura,Rajasthan,28.0402,75.5409,28.00_75.50,geonames
333308,Bhojnagar,Rajasthan,28.0919,75.5524,28.00_75.50,geonames
333501,Babai (Jhujhunu),Rajasthan,28.0619,75.5844,28.00_75.50,geonames
333502,Saga,Rajasthan,28.1803,75.8187,28.25_75.75,geonames
333503,Chirani,Rajasthan,28.017,75.8609,28.00_75.75,geonames
333504,Manota Kalan,Rajasthan,28.1364,75.832,28.25_75.75,geonames
333514,Loyal,Rajasthan,28.0389,75.7072,28.00_75.75,geonames
333515,Gunti,Rajasthan,28.0984,75.5831,28.00_75.50,geonames
333516,Puhania,Rajasthan,28.0917,75.8049,28.00_75.75,geonames
333701,Churiajitgarh,Rajasthan,28.0919,75.5524,28.00_75.50,geonames
333702,Dundlod,Rajasthan,27.9022,75.2256,28.00_75.25,geonames
333704,Bahadurwas,Rajasthan,28.0799,75.3639,28.00_75.25,geonames
333705,Mukundgarh,Rajasthan,27.9521,75.2243,28.00_75.25,geonames
333707,Ranasar,Rajasthan,27.9112,75.5294,28.00_75.50,geonames
333801,Bagoli,Rajasthan,28.0919,75.5524,28.00_75.50,geonames
334001,Makrasar,Rajasthan,28.146,73.2033,28.25_73.25,geonames
334003,Pawanpuri (Bikaner),Rajasthan,28.146,73.2033,28.25_73.25,geonames
334004,Railway Workshop,Rajasthan,28.146,73.2033,28.25_73.25,geonames
334005,,Rajasthan,28.2879,73.1904,28.25_73.25,prefix4
334006,Bichhwal Ind.Area,Rajasthan,28.146,73.2033,28.25_73.25,geonames
334023,Chak 8 Kyd,Rajasthan,28.7063,72.5924,28.75_72.50,geonames
334201,Sowa,Rajasthan,27.9169,73.5689,28.00_73.50,geonames
334202,Badhnu,Rajasthan,27.9169,73.5689,28.00_73.50,geonames
334401,Gangashahar,Rajasthan,27.8622,73.3056,27.75_73.25,geonames
334402,Palana,Rajasthan,27.8622,73.3056,27.75_73.25,geonames
334403,Bhinasar,Rajasthan,27.8622,73.3056,27.75_73.25,geonames
334603,Sui,Rajasthan,28.2666,73.3318,28.25_73.25,geonames
334801,Parwa,Rajasthan,27.5875,73.3607,27.50_73.25,geonames
334802,Ankhisar,Rajasthan,28.1468,73.2574,28.25_73.25,geonames
334803,Sarunda,Rajasthan,27.6899,73.5172,27.75_73.50,geonames
334804,Nathusar,Rajasthan,28.1984,73.6766,28.25_73.75,geonames
335001,Rohiranwali Rathan,Rajasthan,29.4449,73.5852,29.50_73.50,geonames
335002,Kundlawala,Rajasthan,29.3955,73.5632,29.50_73.50,geonames
335022,Chak 5 Kk,Rajasthan,29.8101,73.728,29.75_73.75,geonames
335024,Khyaliwala,Rajasthan,29.7152,73.8757,29.75_74.00,geonames
335025,Narsinghpura,Rajasthan,29.7142,73.8832,29.75_74.00,geonames
335037,Panniwali,Rajasthan,29.7819,74.0035,29.75_74.00,geonames
335038,3 C Chotti,Rajasthan,30.0237,73.7378,30.00_73.75,geonames
335039,Dabla,Rajasthan,29.4667,73.6309,29.50_73.75,geonames
335040,13ff,Rajasthan,29.3955,73.5632,29.50_73.50,geonames
335041,Binjbaila,Rajasthan,29.6786,73.7069,29.75_73.75,geonames
335051,Shyamgarh,Rajasthan,29.3403,73.5227,29.25_73.50,geonames
335061,Ridmalsar,Rajasthan,29.4225,73.5867,29.50_73.50,geonames
335062,Sadulshahar,Rajasthan,29.4297,73.604,29.50_73.50,geonames
335063,Sangaria Rs,Rajasthan,29.4425,74.5269,29.50_74.50,geonames
335064,Inderpura,Rajasthan,29.7517,74.273,29.75_74.25,geonames
335073,3 'o',Rajasthan,29.3955,73.5632,29.50_73.50,geonames
335501,Bhangarh,Rajasthan,29.0581,75.2167,29.00_75.25,geonames
335502,Kiradabara,Rajasthan,28.9949,75.0149,29.00_75.00,geonames
335503,Suratpura,Rajasthan,29.0787,75.3497,29.00_75.25,geonames
335504,Barwali,Rajasthan,29.1519,74.9929,29.25_75.00,geonames
335511,Channibari,Rajasthan,29.2186,75.0927,29.25_75.00,geonames
335512,Hanumangarh Jn. H.O,Rajasthan,29.2714,74.549,29.25_74.50,geonames
335513,Amarpura Theri,Rajasthan,29.2714,74.549,29.25_74.50,geonames
335523,Meghana,Rajasthan,29.0546,74.73,29.00_74.75,geonames
335524,Naiyasar,Rajasthan,29.0296,74.2887,29.00_74.25,geonames
335526,Meharwala,Rajasthan,29.5904,74.2451,29.50_74.25,geonames
335701,Chak15 A,Rajasthan,29.3955,73.5632,29.50_73.50,geonames
335702,Jetsar Farm,Rajasthan,29.1785,73.7857,29.25_73.75,geonames
335703,51gb,Rajasthan,29.3955,73.5632,29.50_73.50,geonames
335704,12 Gb,Rajasthan,29.1545,73.5956,29.25_73.50,geonames
335707,12 MLD,Rajasthan,29.3469,73.5024,29.25_73.50,geonames
335711,7 GD,Rajasthan,29.3955,73.5632,29.50_73.50,geonames
335801,Dabli Rathan,Rajasthan,29.51,74.2438,29.50_74.25,geonames
335802,26 J.R.K.,Rajasthan,29.6297,74.0534,29.75_74.00,geonames
335803,Pilibangan,Rajasthan,29.2679,74.533,29.25_74.50,geonames
335804,Rampura Neola,Rajasthan,29.3425,73.6536,29.25_73.75,geonames
335805,Somasar,Rajasthan,29.3602,73.6271,29.25_73.75,geonames
335901,Kotha,Rajasthan,30.122,73.9339,30.00_74.00,geonames
341001,Pabusar,Rajasthan,27.1174,73.7967,27.00_73.75,geonames
341021,Raidhanu,Rajasthan,27.1723,73.6452,27.25_73.75,geonames
341023,Khinyala,Rajasthan,27.1803,74.1965,27.25_74.25,geonames
341024,Lunsara,Rajasthan,27.0383,74.2868,27.00_74.25,geonames
341025,Madpura,Rajasthan,27.026,73.66,27.00_73.75,geonames
341026,Jhujhanda,Rajasthan,27.0887,74.0435,27.00_74.00,geonames
341027,Rol,Rajasthan,27.165,73.9281,27.25_74.00,geonames
341028,Janana,Rajasthan,26.8396,74.2114,26.75_74.25,geonames
341030,Rohina,Rajasthan,27.1169,74.1299,27.00_74.25,geonames
341031,Mewara,Rajasthan,27.0168,74.2046,27.00_74.25,geonames
341301,Rajapura,Rajasthan,27.3845,74.8454,27.50_74.75,geonames
341302,Pawa,Rajasthan,27.0685,74.228,27.00_74.25,geonames
341303,Nimbikhurd,Rajasthan,27.2991,74.9191,27.25_75.00,geonames
341304,Balsamand,Rajasthan,27.2097,74.2618,27.25_74.25,geonames
341305,Banthri,Rajasthan,27.0933,74.2136,27.00_74.25,geonames
341306,Bakalia,Rajasthan,27.064,74.1879,27.00_74.25,geonames
341316,Hudas,Rajasthan,27.3025,74.6092,27.25_74.50,geonames
341318,Pirwa,Rajasthan,27.3835,74.4565,27.50_74.50,geonames
341319,Asarwa,Rajasthan,27.064,74.1879,27.00_74.25,geonames
341501,Badu (Nagaur),Rajasthan,26.9144,74.2273,27.00_74.25,geonames
341502,Jiwadiya,Rajasthan,27.0521,74.6231,27.00_74.50,geonames
341503,Bajwas,Rajasthan,27.0437,74.2048,27.00_74.25,geonames
341504,Jaswantpura,Rajasthan,26.8542,74.4427,26.75_74.50,geonames
341505,Kukrod,Rajasthan,27.0669,74.2698,27.00_74.25,geonames
341506,Berwa,Rajasthan,27.1067,74.3021,27.00_74.25,geonames
341507,Shimbhupura,Rajasthan,27.064,74.1879,27.00_74.25,geonames
341508,Rasal,Rajasthan,27.0632,74.2877,27.00_74.25,geonames
341509,Jabdinagar,Rajasthan,27.064,74.1879,27.00_74.25,geonames
341510,Katyasani,Rajasthan,26.9606,74.1418,27.00_74.25,geonames
341511,Kheduli,Rajasthan,26.6274,74.2423,26.75_74.25,geonames
341512,Bassi,Rajasthan,26.9594,74.3216,27.00_74.25,geonames
341513,Alaniyawas,Rajasthan,26.9983,74.632,27.00_74.75,geonames
341514,Rajod,Rajasthan,26.8511,74.0309,26.75_74.00,geonames
341516,Parewari,Rajasthan,27.1172,74.3133,27.00_74.25,geonames
341517,Ladariya,Rajasthan,26.6374,74.5327,26.75_74.50,geonames
341518,Jaswantabad,Rajasthan,26.4627,74.0564,26.50_74.00,geonames
341519,Araksar,Rajasthan,27.1157,74.3136,27.00_74.25,geonames
341520,Mamroli,Rajasthan,26.7095,74.4415,26.75_74.50,geonames
341533,Lichana,Rajasthan,27.06,74.9172,27.00_75.00,geonames
341542,Morer,Rajasthan,26.9693,74.698,27.00_74.75,geonames
341551,Ganeshpura,Rajasthan,27.064,74.1879,27.00_74.25,geonames
342001,Jodhpur H.O,Rajasthan,26.7035,72.7913,26.75_72.75,geonames
342002,,Rajasthan,26.4782,72.893,26.50_73.00,prefix4
342003,Jodhpur Chopasni Road,Rajasthan,26.7508,72.788,26.75_72.75,geonames
342004,,Rajasthan,26.4782,72.893,26.50_73.00,prefix4
342005,Jodhpur K.U.M. Bhagat Ki Kothi,Rajasthan,26.7508,72.788,26.75_72.75,geonames
342006,Jodhpur Umaid Bhawan,Rajasthan,26.3065,73.0423,26.25_73.00,geonames
342007,Jodhpur K.U.M. Mandore Road,Rajasthan,26.7508,72.788,26.75_72.75,geonames
342008,Nandanwan,Rajasthan,26.7508,72.788,26.75_72.75,geonames
342009,,Rajasthan,26.4782,72.893,26.50_73.00,prefix4
342010,,Rajasthan,26.4782,72.893,26.50_73.00,prefix4
342011,Jodhpur Residency Road,Rajasthan,26.281,73.0293,26.25_73.00,geonames
342012,Boranada,Rajasthan,26.1717,72.924,26.25_73.00,geonames
342013,Rajasthan High Court NB,Rajasthan,26.1732,73.025,26.25_73.00,geonames
342014,Jhanwar,Rajasthan,26.2688,72.8202,26.25_72.75,geonames
342015,Saran Nagar,Rajasthan,26.3313,73.0539,26.25_73.00,geonames
342016,,Rajasthan,26.4782,72.893,26.50_73.00,prefix4
342022,Raisar,Rajasthan,26.4484,72.7916,26.50_72.75,geonames
342024,Keru,Rajasthan,26.2545,73.0158,26.25_73.00,geonames
342026,Jodhpur BSF Trg Centre,Rajasthan,26.2896,73.0486,26.25_73.00,geonames
342027,Bisalpur,Rajasthan,26.2406,73.253,26.25_73.25,geonames
342030,,Rajasthan,26.4782,72.893,26.50_73.00,prefix4
342037,Lavera Baori,Rajasthan,26.6606,73.2043,26.75_73.25,geonames
342301,Mohri,Rajasthan,27.2166,72.2779,27.25_72.25,geonames
342303,Dabri,Rajasthan,26.8891,72.3906,27.00_72.50,geonames
342304,Surpura,Rajasthan,26.7101,73.478,26.75_73.50,geonames
342305,Jud,Rajasthan,26.4865,72.9938,26.50_73.00,geonames
342306,Birai,Rajasthan,26.4847,73.0261,26.50_73.00,geonames
342307,Kanasar,Rajasthan,27.4121,72.2333,27.50_72.25,geonames
342310,Sanwara Gaon,Rajasthan,27.5631,72.2502,27.50_72.25,geonames
342601,Nanan,Rajasthan,26.6641,73.002,26.75_73.00,geonames
342602,Barna,Rajasthan,26.5778,73.0574,26.50_73.00,geonames
342603,Hiradesar,Rajasthan,26.6501,73.4206,26.75_73.50,geonames
342604,Borunda,Rajasthan,26.4711,73.8019,26.50_73.75,geonames
342605,Olvi,Rajasthan,26.2145,73.4999,26.25_73.50,geonames
342606,Pipar Road,Rajasthan,26.7324,73.1533,26.75_73.25,geonames
342802,Khara Bera Purohitan,Rajasthan,25.9862,72.9843,26.00_73.00,geonames
342901,Garasni,Rajasthan,26.8121,73.5195,26.75_73.50,geonames
342902,Gotan,Rajasthan,26.6863,73.723,26.75_73.75,geonames
343001,Harji,Rajasthan,25.2918,72.8598,25.25_72.75,geonames
343002,I.A.Jalore,Rajasthan,25.2918,72.8598,25.25_72.75,geonames
343022,Asana,Rajasthan,25.3871,72.0697,25.50_72.00,geonames
343024,Siana,Rajasthan,25.0978,72.2119,25.00_72.25,geonames
343025,Akoli,Rajasthan,25.2165,72.4637,25.25_72.50,geonames
343027,Amli,Rajasthan,24.8385,71.6306,24.75_71.75,geonames
343029,Tawab,Rajasthan,25.0879,72.291,25.00_72.25,geonames
343030,Sewari,Rajasthan,25.1099,72.5511,25.00_72.50,geonames
343040,Dhanol,Rajasthan,25.0005,72.2184,25.00_72.25,geonames
343041,Surawa,Rajasthan,25.0694,72.1876,25.00_72.25,geonames
343042,Mandwala,Rajasthan,25.2397,72.3023,25.25_72.25,geonames
343048,Vadgaon (Jalor),Rajasthan,25.0978,72.2119,25.00_72.25,geonames
344001,Uttarl R.S.,Rajasthan,25.9084,72.6494,26.00_72.75,geonames
344011,Lunukhurd,Rajasthan,25.7727,71.3647,25.75_71.25,geonames
344021,Rampura,Rajasthan,25.7559,71.7644,25.75_71.75,geonames
344022,Tapra,Rajasthan,25.7353,72.1367,25.75_72.25,geonames
344024,Jasol,Rajasthan,25.8167,72.2167,25.75_72.25,geonames
344032,Thob,Rajasthan,25.97,72.399,26.00_72.50,geonames
344035,Bandra,Rajasthan,26.1261,71.303,26.25_71.25,geonames
344037,Punion Ka Tala,Rajasthan,26.0763,71.8479,26.00_71.75,geonames
344043,Khandap,Rajasthan,25.7187,71.6692,25.75_71.75,geonames
344044,Siwana,Rajasthan,25.7271,72.1058,25.75_72.00,geonames
344502,Gagaria,Rajasthan,25.9008,71.5588,26.00_71.50,geonames
344701,Balasar,Rajasthan,26.1411,71.6991,26.25_71.75,geonames
344702,Uparla,Rajasthan,25.2141,71.2313,25.25_71.25,geonames
344705,Jhampli Kallan,Rajasthan,26.2356,71.2142,26.25_71.25,geonames
345001,Tejpala,Rajasthan,26.9625,71.0215,27.00_71.00,geonames
345021,Ujlan,Rajasthan,27.0068,71.1933,27.00_71.25,geonames
345023,Khara,Rajasthan,27.0212,71.277,27.00_71.25,geonames
345025,Dantal,Rajasthan,26.9426,71.126,27.00_71.25,geonames
345027,Kapuriya,Rajasthan,26.5518,71.1809,26.50_71.25,geonames
345033,Kanod Rawaliya,Rajasthan,27.0112,71.7013,27.00_71.75,geonames
360001,Rajkot Mochi Bazar,Gujarat,22.02,70.7455,22.00_70.75,geonames
360002,Mahika,Gujarat,22.02,70.7455,22.00_70.75,geonames
360003,Kotda Nayani,Gujarat,22.43,70.8196,22.50_70.75,geonames
360004,Rajkot Malviyanagar,Gujarat,22.1798,70.7568,22.25_70.75,geonames
360005,Kankot,Gujarat,22.02,70.7455,22.00_70.75,geonames
360006,SRPF Gr-XIII  Ghanteshwar,Gujarat,22.02,70.7455,22.00_70.75,geonames
360007,Rajkot  Raiya Road,Gujarat,22.02,70.7455,22.00_70.75,geonames
360020,Vadali,Gujarat,22.0551,70.773,22.00_70.75,geonames
360021,Rajkot Metoda Gidc,Gujarat,21.9103,71.0896,22.00_71.00,geonames
360022,Khokhaddad,Gujarat,22.2344,70.819,22.25_70.75,geonames
360023,Magharvada,Gujarat,21.9103,71.0896,22.00_71.00,geonames
360030,Kotda Sangani,Gujarat,22.0669,70.8869,22.00_71.00,geonames
360050,Jasdan,Gujarat,21.9523,70.9588,22.00_71.00,geonames
360311,Trakuda,Gujarat,22.0169,70.7446,22.00_70.75,geonames
360360,Moti Parabadi,Gujarat,22.02,70.7455,22.00_70.75,geonames
360370,Kharachiya,Gujarat,21.9919,70.737,22.00_70.75,geonames
360380,Kagvad,Gujarat,21.847,70.6974,21.75_70.75,geonames
360410,Dhoraji G.P. ND.T.S.O,Gujarat,21.978,70.7013,22.00_70.75,geonames
360430,Patanvav,Gujarat,22.1238,70.9469,22.00_71.00,geonames
360440,Supedi,Gujarat,21.7623,70.3772,21.75_70.50,geonames
360450,Timbdi Jam,Gujarat,22.0253,70.5655,22.00_70.50,geonames
360490,Bhimora,Gujarat,21.961,70.6148,22.00_70.50,geonames
360510,Bhanvad,Gujarat,22.2575,70.1553,22.25_70.25,geonames
360520,Jasapar,Gujarat,22.3145,70.2038,22.25_70.25,geonames
360530,Balva,Gujarat,22.2092,70.1429,22.25_70.25,geonames
360531,Jasapar,Gujarat,22.2543,70.163,22.25_70.25,geonames
360550,Dharampur,Gujarat,21.6816,69.7506,21.75_69.75,geonames
360575,Porbandar Manek Chowk,Gujarat,21.61,69.6824,21.50_69.75,geonames
360577,Porbandar G.I.D.C.,Gujarat,21.61,69.6824,21.50_69.75,geonames
360578,Chhaya,Gujarat,21.61,69.6824,21.50_69.75,geonames
360579,Pandavadar,Gujarat,21.7662,69.5105,21.75_69.50,geonames
360590,Gadu,Gujarat,21.6066,69.9672,21.50_70.00,geonames
361001,Jamnagar H.O,Gujarat,22.4762,70.0173,22.50_70.00,geonames
361002,Bedeshwar,Gujarat,22.4762,70.0173,22.50_70.00,geonames
361003,Aerodromme,Gujarat,22.4762,70.0173,22.50_70.00,geonames
361004,Udyognagar,Gujarat,22.4762,70.0173,22.50_70.00,geonames
361005,Ranjit Nagar,Gujarat,22.4762,70.0173,22.50_70.00,geonames
361006,Kansumara,Gujarat,22.461,69.9869,22.50_70.00,geonames
361008,Navagam Ghed,Gujarat,22.4968,70.0823,22.50_70.00,geonames
361009,Dhichada,Gujarat,22.5014,70.0436,22.50_70.00,geonames
361010,Singach,Gujarat,22.3145,70.2038,22.25_70.25,geonames
361012,Khojaberaja,Gujarat,22.3145,70.2038,22.25_70.25,geonames
361120,Banugar Moti,Gujarat,22.3508,70.2002,22.25_70.25,geonames
361130,Varna,Gujarat,22.2286,70.3853,22.25_70.50,geonames
361140,Sikka Mahajanpada,Gujarat,22.2286,70.3853,22.25_70.50,geonames
361141,Sikka Tps,Gujarat,22.2286,70.3853,22.25_70.50,geonames
361142,Reliance Greens,Gujarat,22.2286,70.3853,22.25_70.50,geonames
361150,Valsura,Gujarat,22.2286,70.3853,22.25_70.50,geonames
361160,Machharda,Gujarat,22.0938,70.4328,22.00_70.50,geonames
361162,Kotha Bhadukia,Gujarat,22.2946,70.2593,22.25_70.25,geonames
361170,Lalpur (Jamnagar),Gujarat,22.201,69.9835,22.25_70.00,geonames
361210,Khambhalida Motavas,Gujarat,22.567,70.4177,22.50_70.50,geonames
361230,Balachadi,Gujarat,22.458,70.21,22.50_70.25,geonames
361280,Modpar,Gujarat,22.4259,70.4236,22.50_70.50,geonames
361305,Bhatel,Gujarat,22.3915,70.0949,22.50_70.00,geonames
361306,Chur,Gujarat,22.3145,70.2038,22.25_70.25,geonames
361310,Vachalabara,Gujarat,22.3145,70.2038,22.25_70.25,geonames
361315,Gaga,Gujarat,22.3145,70.2038,22.25_70.25,geonames
361335,Dwarka,Gujarat,22.3222,70.1856,22.25_70.25,geonames
361345,Arambhada,Gujarat,22.3145,70.2038,22.25_70.25,geonames
361347,Surajkaradi,Gujarat,22.3145,70.2038,22.25_70.25,geonames
361350,Okha,Gujarat,22.3145,70.2038,22.25_70.25,geonames
362001,Junagadh Agri Campus,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362002,Dhandhusar,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362011,Jhalansar,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362015,Vijapur,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362020,Dholva,Gujarat,21.3841,70.432,21.50_70.50,geonames
362037,Khamdhrol,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362120,Monia,Gujarat,21.3419,70.6971,21.25_70.75,geonames
362130,Visavadar,Gujarat,21.3705,70.4376,21.25_70.50,geonames
362140,Ratidhar,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362150,Dhramanva,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362205,Vadla,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362220,Nunarda,Gujarat,21.3381,70.1851,21.25_70.25,geonames
362225,Loej,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362230,Pata,Gujarat,21.5155,70.0118,21.50_70.00,geonames
362240,Kalej,Gujarat,21.3545,70.3769,21.25_70.50,geonames
362245,Bhanduri,Gujarat,21.38,70.7801,21.50_70.75,geonames
362255,Simar,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362260,Mendarda,Gujarat,21.3692,70.4155,21.25_70.50,geonames
362263,Dungarpur,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362265,Veraval,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362266,Veraval Rayon Factory,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362268,Amrapur,Gujarat,21.363,70.4142,21.25_70.50,geonames
362269,,Gujarat,21.3884,70.4055,21.50_70.50,prefix4
362275,Vadodarazala,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362310,Bhiyal,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362510,Kalapan,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362520,Fudam,Dadra and Nagar Haveli and Daman and Diu,20.712,70.9722,20.75_71.00,geonames
362530,Dron,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362540,Ghoghla,Dadra and Nagar Haveli and Daman and Diu,20.7209,70.9399,20.75_71.00,geonames
362550,Simar,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362560,Tulsishyam,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362570,Wanakbara,Dadra and Nagar Haveli and Daman and Diu,20.7209,70.9399,20.75_71.00,geonames
362610,Bodka,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362620,Mahiyari,Gujarat,21.5618,69.9445,21.50_70.00,geonames
362630,Manavadar,Gujarat,21.3833,70.3906,21.50_70.50,geonames
362650,Ishwaria,Gujarat,21.6338,69.8322,21.75_69.75,geonames
362715,Ambujanagar,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362720,Harmadiya,Gujarat,21.3729,70.4136,21.25_70.50,geonames
362725,Vadnagar,Gujarat,21.3729,70.4136,21.25_70.50,geonames
363001,Surendranagar H.O,Gujarat,22.505,72.0805,22.50_72.00,geonames
363002,Surendranagar Udyognagar,Gujarat,22.505,72.0805,22.50_72.00,geonames
363020,Ratanpar,Gujarat,22.7028,71.6156,22.75_71.50,geonames
363030,Sankali,Gujarat,22.7719,71.6062,22.75_71.50,geonames
363035,Wadhwancity Ind. Estate,Gujarat,22.772,71.592,22.75_71.50,geonames
363310,Manpar,Gujarat,22.9025,71.7218,23.00_71.75,geonames
363330,Ranmalpur,Gujarat,22.772,71.592,22.75_71.50,geonames
363421,Gedi,Gujarat,22.5526,71.8666,22.50_71.75,geonames
363430,Gosal,Gujarat,22.5493,71.4832,22.50_71.50,geonames
363510,Shekhpar,Gujarat,22.7605,71.5674,22.75_71.50,geonames
363520,Chobari,Gujarat,22.7376,71.5608,22.75_71.50,geonames
363530,Songadh,Gujarat,22.5962,71.243,22.50_71.25,geonames
363621,Amarpara Wankaner,Gujarat,22.0256,70.7474,22.00_70.75,geonames
363641,Rangpar (Bela),Gujarat,22.0326,70.7374,22.00_70.75,geonames
363642,Pipli,Gujarat,21.8831,70.2011,22.00_70.25,geonames
363650,Kotharia(Tankara),Gujarat,22.02,70.7455,22.00_70.75,geonames
364001,Bhavnagar Nirmalnagar,Gujarat,21.7343,72.1126,21.75_72.00,geonames
364002,Bhavnagar BPTI,Gujarat,21.6959,72.1525,21.75_72.25,geonames
364003,Bhavnagar Para,Gujarat,21.7343,72.1126,21.75_72.00,geonames
364004,Bhavnagar Chitra,Gujarat,21.7726,72.0728,21.75_72.00,geonames
364005,Concret Jetty,Gujarat,21.7343,72.1126,21.75_72.00,geonames
364006,Bhavnagar Kumbharwada,Gujarat,21.7343,72.1126,21.75_72.00,geonames
364050,Padva,Gujarat,21.5735,71.9295,21.50_72.00,geonames
364060,Vartej,Gujarat,21.605,71.947,21.50_72.00,geonames
364130,Gadhesar,Gujarat,21.5818,71.9052,21.50_72.00,geonames
364140,Sankhadasar No.1,Gujarat,21.5617,71.9068,21.50_72.00,geonames
364150,Lokshala,Gujarat,21.5421,71.9344,21.50_72.00,geonames
364230,Ranghola,Gujarat,21.9214,71.8845,22.00_72.00,geonames
364240,Sihor,Gujarat,21.5824,71.9054,21.50_72.00,geonames
364250,Nana Surka,Gujarat,21.5717,71.9007,21.50_72.00,geonames
364270,Senjaliya,Gujarat,21.5745,71.9156,21.50_72.00,geonames
364280,Nana Asrana,Gujarat,21.5717,71.9007,21.50_72.00,geonames
364290,Khared,Gujarat,21.5503,71.8963,21.50_72.00,geonames
364310,Lundhara,Gujarat,21.6737,71.8954,21.75_72.00,geonames
364320,Timbi,Gujarat,21.8461,71.7552,21.75_71.75,geonames
364465,Moti Khilori,Gujarat,21.8211,70.9454,21.75_71.00,geonames
364485,Vadasada,Gujarat,21.8211,70.9454,21.75_71.00,geonames
364490,Vasavad,Gujarat,21.848,70.9858,21.75_71.00,geonames
364505,Velavadar,Gujarat,21.502,71.9202,21.50_72.00,geonames
364515,Kanatalav,Gujarat,21.3373,71.3035,21.25_71.25,geonames
364710,Botad,Gujarat,21.5717,71.9007,21.50_72.00,geonames
364730,Khijadiya,Gujarat,21.5717,71.9007,21.50_72.00,geonames
364740,Dharwala,Gujarat,21.5717,71.9007,21.50_72.00,geonames
364750,Reliyana,Gujarat,21.5717,71.9007,21.50_72.00,geonames
365220,Thnsa,Gujarat,21.4339,71.2654,21.50_71.25,geonames
365421,Babra (Amreli),Gujarat,21.7352,71.2742,21.75_71.25,geonames
365430,Rampur,Gujarat,21.4591,71.2702,21.50_71.25,geonames
365440,Shapar,Gujarat,21.4788,70.9473,21.50_71.00,geonames
365455,Jangar,Gujarat,21.4216,71.2534,21.50_71.25,geonames
365460,Dadva(Randal),Gujarat,21.3025,71.1809,21.25_71.25,geonames
365480,Charania,Gujarat,21.4923,71.2147,21.50_71.25,geonames
365540,Jafrabad (Amreli),Gujarat,21.6823,71.3701,21.75_71.25,geonames
365541,UTCL Kovaya,Gujarat,21.6823,71.3701,21.75_71.25,geonames
365545,Hemal,Gujarat,21.6823,71.3701,21.75_71.25,geonames
365560,Shiyalbet,Gujarat,21.0094,71.4381,21.00_71.50,geonames
365565,Krankach,Gujarat,20.9852,71.449,21.00_71.50,geonames
365601,Amreli T.R,Gujarat,21.4216,71.2534,21.50_71.25,geonames
365610,Babapur,Gujarat,21.7806,71.109,21.75_71.00,geonames
365630,Keriyachad,Gujarat,21.4264,71.1936,21.50_71.25,geonames
